Datetime,Open,High,Low,Close,Adj Close,Volume
2023-10-10 02:45:00+00:00,27624.107421875,27624.107421875,27616.341796875,27621.30078125,27621.30078125,7375872
2023-10-10 02:50:00+00:00,27623.703125,27629.708984375,27620.033203125,27629.708984375,27629.708984375,0
2023-10-10 02:55:00+00:00,27636.951171875,27695.3828125,27636.951171875,27695.3828125,27695.3828125,58554368
2023-10-10 03:00:00+00:00,27686.42578125,27686.42578125,27661.16796875,27661.16796875,27661.16796875,15041536
2023-10-10 03:05:00+00:00,27657.6171875,27658.587890625,27645.9609375,27645.9609375,27645.9609375,4964352
2023-10-10 03:10:00+00:00,27644.853515625,27651.7890625,27644.853515625,27645.005859375,27645.005859375,7456768
2023-10-10 03:15:00+00:00,27653.392578125,27662.17578125,27652.69921875,27662.17578125,27662.17578125,10668032
2023-10-10 03:20:00+00:00,27665.13671875,27665.13671875,27645.45703125,27645.45703125,27645.45703125,0
2023-10-10 03:25:00+00:00,27640.154296875,27647.958984375,27640.154296875,27644.759765625,27644.759765625,1484800
2023-10-10 03:30:00+00:00,27642.3984375,27647.888671875,27642.3984375,27645.21875,27645.21875,6145024
2023-10-10 03:35:00+00:00,27644.87109375,27649.498046875,27644.87109375,27649.498046875,27649.498046875,0
2023-10-10 03:40:00+00:00,27649.8203125,27655.64453125,27647.48828125,27647.48828125,27647.48828125,6536192
2023-10-10 03:45:00+00:00,27645.7109375,27645.7109375,27639.38671875,27639.38671875,27639.38671875,1416192
2023-10-10 03:50:00+00:00,27634.361328125,27640.15625,27634.361328125,27637.310546875,27637.310546875,0
2023-10-10 03:55:00+00:00,27635.6484375,27636.59375,27633.9296875,27633.9296875,27633.9296875,661504
2023-10-10 04:00:00+00:00,27633.31640625,27633.31640625,27623.646484375,27623.646484375,27623.646484375,0
2023-10-10 04:05:00+00:00,27626.923828125,27631.76953125,27626.923828125,27628.509765625,27628.509765625,0
2023-10-10 04:10:00+00:00,27623.27734375,27625.275390625,27623.134765625,27623.134765625,27623.134765625,9395200
2023-10-10 04:15:00+00:00,27622.306640625,27622.484375,27620.91796875,27621.400390625,27621.400390625,0
2023-10-10 04:20:00+00:00,27618.103515625,27618.103515625,27599.259765625,27606.5234375,27606.5234375,23686144
2023-10-10 04:25:00+00:00,27603.046875,27607.08203125,27603.046875,27607.08203125,27607.08203125,5985280
2023-10-10 04:30:00+00:00,27608.021484375,27609.099609375,27608.021484375,27609.099609375,27609.099609375,2273280
2023-10-10 04:35:00+00:00,27610.619140625,27611.94140625,27610.439453125,27610.439453125,27610.439453125,0
2023-10-10 04:40:00+00:00,27609.87109375,27609.87109375,27605.607421875,27607.453125,27607.453125,1624064
2023-10-10 04:45:00+00:00,27606.412109375,27611.685546875,27606.244140625,27606.603515625,27606.603515625,15705088
2023-10-10 04:50:00+00:00,27608.6484375,27608.6484375,27603.48828125,27603.48828125,27603.48828125,1619968
2023-10-10 04:55:00+00:00,27602.115234375,27604.90625,27602.115234375,27604.90625,27604.90625,0
2023-10-10 05:00:00+00:00,27606.49609375,27606.49609375,27593.54296875,27593.54296875,27593.54296875,0
2023-10-10 05:05:00+00:00,27590.125,27591.9453125,27589.69140625,27589.69140625,27589.69140625,0
2023-10-10 05:10:00+00:00,27589.69140625,27589.69140625,27584.009765625,27584.009765625,27584.009765625,0
2023-10-10 05:15:00+00:00,27584.271484375,27595.255859375,27584.271484375,27595.255859375,27595.255859375,0
2023-10-10 05:20:00+00:00,27592.03125,27594.171875,27592.03125,27594.076171875,27594.076171875,314368
2023-10-10 05:25:00+00:00,27594.248046875,27600.51953125,27593.74609375,27593.74609375,27593.74609375,0
2023-10-10 05:30:00+00:00,27592.23828125,27595.888671875,27592.23828125,27595.1796875,27595.1796875,0
2023-10-10 05:35:00+00:00,27593.640625,27594.189453125,27591.677734375,27591.677734375,27591.677734375,3809280
2023-10-10 05:40:00+00:00,27587.2109375,27594.646484375,27587.2109375,27594.646484375,27594.646484375,8802304
2023-10-10 05:45:00+00:00,27599.328125,27600.560546875,27595.55859375,27600.560546875,27600.560546875,1675264
2023-10-10 05:50:00+00:00,27605.740234375,27611.42578125,27605.0234375,27611.42578125,27611.42578125,0
2023-10-10 05:55:00+00:00,27609.185546875,27611.259765625,27608.568359375,27610.619140625,27610.619140625,0
2023-10-10 06:00:00+00:00,27610.630859375,27616.72265625,27610.630859375,27616.72265625,27616.72265625,0
2023-10-10 06:05:00+00:00,27619.0390625,27638.154296875,27619.0390625,27636.771484375,27636.771484375,2983936
2023-10-10 06:10:00+00:00,27632.76953125,27632.76953125,27626.65234375,27630.064453125,27630.064453125,7522304
2023-10-10 06:15:00+00:00,27633.349609375,27646.1328125,27633.349609375,27644.615234375,27644.615234375,8851456
2023-10-10 06:20:00+00:00,27643.703125,27643.703125,27636.615234375,27637.388671875,27637.388671875,1028096
2023-10-10 06:25:00+00:00,27636.140625,27652.587890625,27636.140625,27649.521484375,27649.521484375,4184064
2023-10-10 06:30:00+00:00,27649.107421875,27649.384765625,27647.390625,27649.384765625,27649.384765625,467968
2023-10-10 06:35:00+00:00,27646.208984375,27654.37890625,27645.05859375,27654.37890625,27654.37890625,7499776
2023-10-10 06:40:00+00:00,27655.275390625,27659.693359375,27650.02734375,27650.02734375,27650.02734375,1400832
2023-10-10 06:45:00+00:00,27649.8671875,27649.8671875,27635.853515625,27636.92578125,27636.92578125,0
2023-10-10 06:50:00+00:00,27635.37109375,27640.95703125,27635.37109375,27638.89453125,27638.89453125,4346880
2023-10-10 06:55:00+00:00,27636.466796875,27657.30078125,27636.466796875,27657.30078125,27657.30078125,12301312
2023-10-10 07:00:00+00:00,27658.150390625,27663.921875,27658.150390625,27663.125,27663.125,0
2023-10-10 07:05:00+00:00,27655.701171875,27668.244140625,27655.701171875,27668.244140625,27668.244140625,3024896
2023-10-10 07:10:00+00:00,27673.916015625,27689.986328125,27673.916015625,27689.986328125,27689.986328125,18410496
2023-10-10 07:15:00+00:00,27688.400390625,27697.556640625,27685.037109375,27685.037109375,27685.037109375,11447296
2023-10-10 07:20:00+00:00,27678.931640625,27695.263671875,27678.931640625,27690.94140625,27690.94140625,0
2023-10-10 07:25:00+00:00,27690.197265625,27690.197265625,27660.728515625,27673.671875,27673.671875,0
2023-10-10 07:30:00+00:00,27669.93359375,27683.10546875,27669.93359375,27682.9453125,27682.9453125,5595136
2023-10-10 07:35:00+00:00,27681.208984375,27686.779296875,27680.11328125,27680.11328125,27680.11328125,0
2023-10-10 07:40:00+00:00,27670.564453125,27670.576171875,27659.818359375,27659.818359375,27659.818359375,4052992
2023-10-10 07:45:00+00:00,27662.7890625,27669.169921875,27662.7890625,27667.796875,27667.796875,0
2023-10-10 07:50:00+00:00,27658.19921875,27659.998046875,27654.451171875,27654.451171875,27654.451171875,18085888
2023-10-10 07:55:00+00:00,27655.12890625,27657.6875,27652.705078125,27657.6875,27657.6875,0
2023-10-10 08:00:00+00:00,27653.591796875,27656.201171875,27648.83203125,27655.751953125,27655.751953125,0
2023-10-10 08:05:00+00:00,27653.353515625,27659.525390625,27653.353515625,27654.380859375,27654.380859375,0
2023-10-10 08:10:00+00:00,27652.4609375,27660.021484375,27652.4609375,27660.021484375,27660.021484375,2790400
2023-10-10 08:15:00+00:00,27690.96875,27693.8671875,27679.515625,27679.517578125,27679.517578125,36835328
2023-10-10 08:20:00+00:00,27689.76953125,27705.666015625,27689.76953125,27704.59765625,27704.59765625,8435712
2023-10-10 08:25:00+00:00,27702.318359375,27704.0390625,27699.388671875,27699.388671875,27699.388671875,52531200
2023-10-10 08:30:00+00:00,27700.212890625,27715.84765625,27700.212890625,27715.84765625,27715.84765625,0
2023-10-10 08:35:00+00:00,27707.64453125,27707.64453125,27691.541015625,27692.865234375,27692.865234375,0
2023-10-10 08:40:00+00:00,27676.04296875,27693.037109375,27676.04296875,27684.50390625,27684.50390625,0
2023-10-10 08:45:00+00:00,27679.96875,27687.421875,27677.173828125,27677.173828125,27677.173828125,0
2023-10-10 08:50:00+00:00,27682.59765625,27684.34765625,27679.02734375,27682.283203125,27682.283203125,0
2023-10-10 08:55:00+00:00,27685.80859375,27685.80859375,27675.791015625,27677.33984375,27677.33984375,0
2023-10-10 09:00:00+00:00,27676.548828125,27676.548828125,27663.873046875,27663.873046875,27663.873046875,0
2023-10-10 09:05:00+00:00,27655.8359375,27671.296875,27655.8359375,27665.703125,27665.703125,0
2023-10-10 09:10:00+00:00,27662.533203125,27673.65625,27662.533203125,27667.6484375,27667.6484375,0
2023-10-10 09:15:00+00:00,27662.3984375,27675.18359375,27662.3984375,27669.033203125,27669.033203125,0
2023-10-10 09:20:00+00:00,27667.607421875,27670.5625,27665.701171875,27669.419921875,27669.419921875,0
2023-10-10 09:25:00+00:00,27665.26171875,27666.025390625,27660.6171875,27660.6171875,27660.6171875,0
2023-10-10 09:30:00+00:00,27657.556640625,27660.107421875,27650.904296875,27660.107421875,27660.107421875,0
2023-10-10 09:35:00+00:00,27665.869140625,27665.869140625,27647.41796875,27647.41796875,27647.41796875,0
2023-10-10 09:40:00+00:00,27646.83984375,27656.5,27646.83984375,27656.216796875,27656.216796875,0
2023-10-10 09:45:00+00:00,27656.236328125,27659.80078125,27653.646484375,27653.654296875,27653.654296875,0
2023-10-10 09:50:00+00:00,27660.818359375,27665.564453125,27654.314453125,27664.779296875,27664.779296875,0
2023-10-10 09:55:00+00:00,27668.03125,27673.7265625,27662.37890625,27662.37890625,27662.37890625,0
2023-10-10 10:00:00+00:00,27663.708984375,27669.033203125,27662.369140625,27662.9140625,27662.9140625,0
2023-10-10 10:05:00+00:00,27659.283203125,27663.486328125,27657.388671875,27658.064453125,27658.064453125,0
2023-10-10 10:10:00+00:00,27656.12109375,27669.400390625,27656.12109375,27669.400390625,27669.400390625,0
2023-10-10 10:15:00+00:00,27658.96484375,27662.228515625,27654.482421875,27654.482421875,27654.482421875,0
2023-10-10 10:20:00+00:00,27651.18359375,27661.685546875,27650.009765625,27661.685546875,27661.685546875,0
2023-10-10 10:25:00+00:00,27661.849609375,27667.5859375,27661.849609375,27665.935546875,27665.935546875,0
2023-10-10 10:30:00+00:00,27664.947265625,27678.369140625,27664.947265625,27678.369140625,27678.369140625,0
2023-10-10 10:35:00+00:00,27675.373046875,27675.373046875,27649.962890625,27652.115234375,27652.115234375,0
2023-10-10 10:40:00+00:00,27630.19140625,27641.66796875,27624.619140625,27624.619140625,27624.619140625,0
2023-10-10 10:45:00+00:00,27635.796875,27646.828125,27635.796875,27641.03515625,27641.03515625,0
2023-10-10 10:50:00+00:00,27637.078125,27639.154296875,27633.859375,27633.859375,27633.859375,0
2023-10-10 10:55:00+00:00,27635.12109375,27635.12109375,27624.091796875,27624.091796875,27624.091796875,0
2023-10-10 11:00:00+00:00,27616.103515625,27616.103515625,27598.73046875,27599.806640625,27599.806640625,0
2023-10-10 11:05:00+00:00,27600.453125,27601.486328125,27594.849609375,27595.2734375,27595.2734375,0
2023-10-10 11:10:00+00:00,27585.654296875,27601.765625,27585.654296875,27600.650390625,27600.650390625,17743872
2023-10-10 11:15:00+00:00,27605.912109375,27606.25,27584.330078125,27584.330078125,27584.330078125,0
2023-10-10 11:20:00+00:00,27574.125,27575.666015625,27570.5390625,27572.16015625,27572.16015625,0
2023-10-10 11:25:00+00:00,27559.921875,27577.66015625,27552.5625,27572.396484375,27572.396484375,0
2023-10-10 11:30:00+00:00,27568.80859375,27570.986328125,27552.869140625,27552.869140625,27552.869140625,0
2023-10-10 11:35:00+00:00,27553.685546875,27568.544921875,27553.685546875,27568.544921875,27568.544921875,0
2023-10-10 11:40:00+00:00,27575.6953125,27575.6953125,27561.927734375,27561.927734375,27561.927734375,0
2023-10-10 11:45:00+00:00,27560.771484375,27572.24609375,27560.771484375,27572.24609375,27572.24609375,0
2023-10-10 11:50:00+00:00,27567.361328125,27567.361328125,27546.5390625,27546.5390625,27546.5390625,0
2023-10-10 11:55:00+00:00,27534.453125,27535.259765625,27520.775390625,27520.775390625,27520.775390625,0
2023-10-10 12:00:00+00:00,27518.986328125,27523.142578125,27507.4765625,27523.142578125,27523.142578125,0
2023-10-10 12:05:00+00:00,27520.271484375,27520.271484375,27507.9375,27507.9375,27507.9375,0
2023-10-10 12:10:00+00:00,27496.37109375,27526.20703125,27496.37109375,27521.271484375,27521.271484375,0
2023-10-10 12:15:00+00:00,27517.40625,27519.72265625,27509.408203125,27513.67578125,27513.67578125,0
2023-10-10 12:20:00+00:00,27518.564453125,27526.560546875,27518.564453125,27525.4765625,27525.4765625,0
2023-10-10 12:25:00+00:00,27528.6796875,27528.6796875,27517.5546875,27517.5546875,27517.5546875,0
2023-10-10 12:30:00+00:00,27522.3125,27528.87890625,27514.037109375,27514.037109375,27514.037109375,0
2023-10-10 12:35:00+00:00,27517.509765625,27517.509765625,27497.40234375,27497.529296875,27497.529296875,0
2023-10-10 12:40:00+00:00,27495.560546875,27522.9765625,27491.525390625,27522.9765625,27522.9765625,0
2023-10-10 12:45:00+00:00,27516.96875,27516.96875,27472.560546875,27472.560546875,27472.560546875,2550784
2023-10-10 12:50:00+00:00,27461.533203125,27466.1875,27453.375,27453.595703125,27453.595703125,27497472
2023-10-10 12:55:00+00:00,27437.8046875,27437.8046875,27414.94140625,27428.4765625,27428.4765625,61694976
2023-10-10 13:00:00+00:00,27427.970703125,27433.732421875,27417.298828125,27419.24609375,27419.24609375,0
2023-10-10 13:05:00+00:00,27411.201171875,27419.501953125,27410.77734375,27410.8125,27410.8125,0
2023-10-10 13:10:00+00:00,27401.1328125,27416.046875,27401.1328125,27412.615234375,27412.615234375,446464
2023-10-10 13:15:00+00:00,27405.291015625,27414.9296875,27405.291015625,27414.9296875,27414.9296875,2706432
2023-10-10 13:20:00+00:00,27408.236328125,27417.138671875,27404.884765625,27417.138671875,27417.138671875,0
2023-10-10 13:25:00+00:00,27431.419921875,27459.228515625,27431.419921875,27459.228515625,27459.228515625,6714368
2023-10-10 13:30:00+00:00,27455.193359375,27455.193359375,27438.73046875,27453.08203125,27453.08203125,11257856
2023-10-10 13:35:00+00:00,27469.779296875,27474.515625,27405.505859375,27405.505859375,27405.505859375,10954752
2023-10-10 13:40:00+00:00,27395.48046875,27395.48046875,27373.18359375,27373.18359375,27373.18359375,58363904
2023-10-10 13:45:00+00:00,27365.513671875,27399.09765625,27365.513671875,27398.9609375,27398.9609375,23761920
2023-10-10 13:50:00+00:00,27393.92578125,27395.16796875,27370.615234375,27370.615234375,27370.615234375,18594816
2023-10-10 13:55:00+00:00,27371.83984375,27393.869140625,27371.83984375,27393.869140625,27393.869140625,0
2023-10-10 14:00:00+00:00,27399.392578125,27404.681640625,27399.392578125,27404.20703125,27404.20703125,0
2023-10-10 14:05:00+00:00,27452.91015625,27455.2421875,27435.6875,27435.6875,27435.6875,23361536
2023-10-10 14:10:00+00:00,27437.828125,27490.38671875,27437.828125,27490.38671875,27490.38671875,13776896
2023-10-10 14:15:00+00:00,27553.513671875,27553.771484375,27511.140625,27553.771484375,27553.771484375,89466880
2023-10-10 14:20:00+00:00,27605.81640625,27605.81640625,27555.8203125,27560.056640625,27560.056640625,77611008
2023-10-10 14:25:00+00:00,27567.818359375,27605.7421875,27544.0859375,27595.455078125,27595.455078125,33982464
2023-10-10 14:30:00+00:00,27572.548828125,27572.548828125,27524.140625,27529.017578125,27529.017578125,53261312
2023-10-10 14:35:00+00:00,27533.888671875,27591.83984375,27533.888671875,27591.83984375,27591.83984375,24492032
2023-10-10 14:40:00+00:00,27581.52734375,27581.52734375,27543.064453125,27543.064453125,27543.064453125,23126016
2023-10-10 14:45:00+00:00,27543.353515625,27543.353515625,27490.501953125,27490.501953125,27490.501953125,12465152
2023-10-10 14:50:00+00:00,27464.7265625,27474.4296875,27450.6640625,27457.046875,27457.046875,23644160
2023-10-10 14:55:00+00:00,27446.119140625,27446.119140625,27409.392578125,27442.666015625,27442.666015625,21391360
2023-10-10 15:00:00+00:00,27447.650390625,27461.85546875,27447.650390625,27461.85546875,27461.85546875,20872192
2023-10-10 15:05:00+00:00,27476.419921875,27476.419921875,27424.779296875,27438.712890625,27438.712890625,24826880
2023-10-10 15:10:00+00:00,27420.7421875,27420.7421875,27372.65625,27379.1484375,27379.1484375,45840384
2023-10-10 15:15:00+00:00,27397.28125,27450.41015625,27390.69921875,27450.41015625,27450.41015625,49117184
2023-10-10 15:20:00+00:00,27446.318359375,27446.318359375,27367.197265625,27367.197265625,27367.197265625,26436608
2023-10-10 15:25:00+00:00,27377.09765625,27427.4375,27377.09765625,27427.4375,27427.4375,59084800
2023-10-10 15:30:00+00:00,27409.6953125,27428.73828125,27405.625,27428.0703125,27428.0703125,18647040
2023-10-10 15:35:00+00:00,27423.205078125,27423.205078125,27374.60546875,27374.60546875,27374.60546875,7578624
2023-10-10 15:40:00+00:00,27390.923828125,27426.177734375,27390.923828125,27419.37109375,27419.37109375,24852480
2023-10-10 15:45:00+00:00,27411.60546875,27411.60546875,27385.810546875,27406.00390625,27406.00390625,0
2023-10-10 15:50:00+00:00,27429.0,27453.12109375,27428.04296875,27439.626953125,27439.626953125,0
2023-10-10 15:55:00+00:00,27438.1953125,27438.1953125,27413.20703125,27413.20703125,27413.20703125,8465408
2023-10-10 16:00:00+00:00,27412.427734375,27430.91015625,27409.671875,27430.685546875,27430.685546875,0
2023-10-10 16:05:00+00:00,27426.94140625,27426.94140625,27391.208984375,27391.208984375,27391.208984375,0
2023-10-10 16:10:00+00:00,27414.49609375,27424.705078125,27411.87109375,27422.16015625,27422.16015625,0
2023-10-10 16:15:00+00:00,27430.3046875,27471.8984375,27430.3046875,27450.162109375,27450.162109375,0
2023-10-10 16:20:00+00:00,27435.48046875,27435.48046875,27356.140625,27356.140625,27356.140625,6272000
2023-10-10 16:25:00+00:00,27406.6328125,27462.552734375,27406.6328125,27460.3359375,27460.3359375,60485632
2023-10-10 16:30:00+00:00,27479.1484375,27501.373046875,27474.609375,27475.7265625,27475.7265625,0
2023-10-10 16:35:00+00:00,27464.666015625,27474.283203125,27458.603515625,27474.283203125,27474.283203125,0
2023-10-10 16:40:00+00:00,27473.62890625,27473.62890625,27418.19140625,27418.19140625,27418.19140625,0
2023-10-10 16:45:00+00:00,27418.19140625,27475.22265625,27416.953125,27461.236328125,27461.236328125,0
2023-10-10 16:50:00+00:00,27462.46875,27494.810546875,27462.46875,27474.171875,27474.171875,0
2023-10-10 16:55:00+00:00,27449.28515625,27449.28515625,27426.10546875,27426.10546875,27426.10546875,0
2023-10-10 17:00:00+00:00,27419.5859375,27455.763671875,27419.5859375,27454.46875,27454.46875,0
2023-10-10 17:05:00+00:00,27434.806640625,27434.806640625,27383.419921875,27388.599609375,27388.599609375,14556160
2023-10-10 17:10:00+00:00,27394.69140625,27427.49609375,27394.69140625,27395.384765625,27395.384765625,22790144
2023-10-10 17:15:00+00:00,27383.3125,27389.3984375,27364.875,27388.53515625,27388.53515625,36798464
2023-10-10 17:20:00+00:00,27390.541015625,27390.541015625,27381.630859375,27390.46484375,27390.46484375,3240960
2023-10-10 17:25:00+00:00,27390.248046875,27398.63671875,27378.439453125,27398.63671875,27398.63671875,7475200
2023-10-10 17:30:00+00:00,27391.333984375,27391.333984375,27370.15234375,27374.5234375,27374.5234375,0
2023-10-10 17:35:00+00:00,27359.166015625,27363.142578125,27355.396484375,27363.142578125,27363.142578125,0
2023-10-10 17:40:00+00:00,27358.982421875,27402.998046875,27358.982421875,27402.998046875,27402.998046875,0
2023-10-10 17:45:00+00:00,27402.556640625,27402.556640625,27389.966796875,27389.966796875,27389.966796875,0
2023-10-10 17:50:00+00:00,27379.8046875,27384.486328125,27356.318359375,27356.318359375,27356.318359375,0
2023-10-10 17:55:00+00:00,27352.248046875,27363.97265625,27352.248046875,27363.97265625,27363.97265625,0
2023-10-10 18:00:00+00:00,27363.97265625,27388.482421875,27355.890625,27355.890625,27355.890625,0
2023-10-10 18:05:00+00:00,27352.916015625,27360.125,27351.029296875,27360.125,27360.125,0
2023-10-10 18:10:00+00:00,27355.84375,27374.8125,27355.68359375,27372.04296875,27372.04296875,0
2023-10-10 18:15:00+00:00,27366.42578125,27366.42578125,27351.279296875,27357.537109375,27357.537109375,0
2023-10-10 18:20:00+00:00,27365.798828125,27365.798828125,27350.171875,27350.171875,27350.171875,0
2023-10-10 18:25:00+00:00,27345.8046875,27394.490234375,27345.8046875,27367.263671875,27367.263671875,8137728
2023-10-10 18:30:00+00:00,27373.484375,27373.484375,27359.935546875,27359.935546875,27359.935546875,0
2023-10-10 18:35:00+00:00,27362.3984375,27362.3984375,27345.994140625,27345.994140625,27345.994140625,0
2023-10-10 18:40:00+00:00,27351.017578125,27354.65625,27345.453125,27345.453125,27345.453125,0
2023-10-10 18:45:00+00:00,27342.388671875,27356.8359375,27341.064453125,27341.064453125,27341.064453125,0
2023-10-10 18:50:00+00:00,27326.67578125,27326.67578125,27313.455078125,27318.884765625,27318.884765625,5458944
2023-10-10 18:55:00+00:00,27304.701171875,27307.9140625,27301.654296875,27301.654296875,27301.654296875,33245184
2023-10-10 19:00:00+00:00,27354.044921875,27412.916015625,27347.095703125,27412.916015625,27412.916015625,14994432
2023-10-10 19:05:00+00:00,27391.685546875,27391.685546875,27332.658203125,27332.658203125,27332.658203125,0
2023-10-10 19:10:00+00:00,27331.998046875,27376.712890625,27331.998046875,27376.712890625,27376.712890625,16822272
2023-10-10 19:15:00+00:00,27375.9921875,27382.19921875,27371.0078125,27371.779296875,27371.779296875,20474880
2023-10-10 19:20:00+00:00,27376.55859375,27409.80078125,27372.455078125,27409.80078125,27409.80078125,12449792
2023-10-10 19:25:00+00:00,27403.607421875,27403.607421875,27384.96875,27384.96875,27384.96875,6495232
2023-10-10 19:30:00+00:00,27381.53125,27383.732421875,27373.45703125,27383.732421875,27383.732421875,2214912
2023-10-10 19:35:00+00:00,27394.69921875,27394.69921875,27392.435546875,27394.00390625,27394.00390625,0
2023-10-10 19:40:00+00:00,27390.623046875,27390.623046875,27376.076171875,27381.181640625,27381.181640625,6309888
2023-10-10 19:45:00+00:00,27384.013671875,27398.30859375,27384.013671875,27398.30859375,27398.30859375,1534976
2023-10-10 19:50:00+00:00,27408.6875,27408.6875,27385.642578125,27385.642578125,27385.642578125,9970688
2023-10-10 19:55:00+00:00,27389.005859375,27404.955078125,27382.71875,27404.955078125,27404.955078125,11175936
2023-10-10 20:00:00+00:00,27401.0,27423.228515625,27401.0,27423.228515625,27423.228515625,0
2023-10-10 20:05:00+00:00,27403.927734375,27403.927734375,27386.498046875,27386.498046875,27386.498046875,0
2023-10-10 20:10:00+00:00,27388.375,27388.375,27381.6875,27387.509765625,27387.509765625,2825216
2023-10-10 20:15:00+00:00,27387.181640625,27387.181640625,27383.2578125,27386.56640625,27386.56640625,6372352
2023-10-10 20:20:00+00:00,27384.56640625,27384.56640625,27367.06640625,27374.40625,27374.40625,0
2023-10-10 20:25:00+00:00,27368.986328125,27375.341796875,27368.986328125,27375.341796875,27375.341796875,2157568
2023-10-10 20:30:00+00:00,27388.90234375,27388.90234375,27377.810546875,27377.810546875,27377.810546875,9150464
2023-10-10 20:35:00+00:00,27384.125,27389.216796875,27381.12890625,27381.12890625,27381.12890625,1747968
2023-10-10 20:40:00+00:00,27381.533203125,27381.533203125,27367.359375,27373.650390625,27373.650390625,11454464
2023-10-10 20:45:00+00:00,27375.923828125,27375.923828125,27333.814453125,27356.94921875,27356.94921875,34751488
2023-10-10 20:50:00+00:00,27366.4921875,27398.732421875,27366.4921875,27388.107421875,27388.107421875,32909312
2023-10-10 20:55:00+00:00,27388.107421875,27405.708984375,27388.107421875,27404.89453125,27404.89453125,17376256
2023-10-10 21:00:00+00:00,27403.134765625,27415.4296875,27403.134765625,27407.947265625,27407.947265625,0
2023-10-10 21:05:00+00:00,27395.625,27395.625,27389.564453125,27392.08984375,27392.08984375,10600448
2023-10-10 21:10:00+00:00,27406.962890625,27440.525390625,27406.962890625,27422.740234375,27422.740234375,21248000
2023-10-10 21:15:00+00:00,27425.494140625,27442.251953125,27425.494140625,27437.326171875,27437.326171875,15665152
2023-10-10 21:20:00+00:00,27449.552734375,27450.46484375,27443.43359375,27450.46484375,27450.46484375,1442816
